timestamps,TP9,AF7,AF8,TP10,Right AUX
1700264873.572,458.008,128.906,126.465,985.352,0.000
1700264873.576,-403.809,-522.461,-368.164,-324.219,0.000
1700264873.580,-521.973,-1000.000,-775.391,-1000.000,0.000
1700264873.584,267.578,-747.559,-458.984,72.266,0.000
1700264873.587,572.754,142.578,136.230,999.512,0.000
1700264873.591,-176.270,-296.875,-176.758,92.773,0.000
1700264873.595,-633.789,-1000.000,-654.297,-1000.000,0.000
1700264873.599,3.418,-833.496,-420.410,-410.156,0.000
1700264873.603,627.441,-307.617,-18.066,958.496,0.000
1700264873.607,78.125,-454.102,-194.336,441.406,0.000
1700264873.611,-644.531,-977.539,-664.551,-1000.000,0.000
1700264873.615,-237.793,-1000.000,-562.012,-779.297,0.000
1700264873.619,513.672,-389.648,-58.594,588.379,0.000
1700264873.623,280.273,-3.418,13.672,767.578,0.000
1700264873.627,-544.922,-802.734,-592.285,-646.484,0.000
1700264873.630,-450.195,-1000.000,-692.871,-992.676,0.000
1700264873.634,354.492,-779.297,-305.664,257.812,0.000
1700264873.638,495.117,-408.691,-85.449,999.512,0.000
1700264873.642,-337.402,-776.367,-478.027,-163.086,0.000
1700264873.646,-645.020,-1000.000,-673.340,-1000.000,0.000
1700264873.650,78.125,-758.789,-327.148,-193.359,0.000
1700264873.654,565.430,-106.445,40.039,999.512,0.000
1700264873.658,-114.258,-548.340,-279.297,228.027,0.000
1700264873.662,-689.941,-1000.000,-687.500,-1000.000,0.000
1700264873.666,-127.930,-864.746,-421.875,-576.660,0.000
1700264873.669,575.684,-354.980,-14.648,833.008,0.000
1700264873.673,158.203,-609.863,-276.367,544.922,0.000
1700264873.677,-658.691,-1000.000,-650.879,-926.758,0.000
1700264873.681,-375.000,-865.723,-420.898,-878.418,0.000
1700264873.685,503.418,-674.805,-262.695,465.332,0.000
1700264873.689,419.922,-865.723,-329.590,850.098,0.000
1700264873.693,-529.785,-936.523,-521.484,-527.344,0.000
1700264873.697,-557.129,-1000.000,-672.852,-1000.000,0.000
1700264873.701,301.270,-942.871,-369.141,132.324,0.000
1700264873.705,549.805,-399.414,-32.715,999.512,0.000
1700264873.709,-321.777,-591.797,-304.688,-72.754,0.000
1700264873.712,-681.152,-1000.000,-681.641,-1000.000,0.000
1700264873.716,69.824,-985.840,-540.527,-195.801,0.000
1700264873.720,593.750,-748.535,-242.188,999.512,0.000
1700264873.724,-83.984,-806.152,-434.570,294.434,0.000
1700264873.728,-743.164,-999.512,-775.391,-1000.000,0.000
1700264873.732,-188.477,-1000.000,-785.156,-622.559,0.000
1700264873.736,512.207,-598.633,-275.391,763.672,0.000
1700264873.740,101.562,-299.805,-106.445,628.906,0.000
1700264873.744,-687.988,-922.363,-671.387,-812.012,0.000
1700264873.748,-458.496,-1000.000,-667.969,-945.312,0.000
1700264873.752,353.516,-541.992,-135.742,339.355,0.000
1700264873.755,385.742,-134.277,52.734,960.938,0.000
1700264873.759,-463.379,-750.488,-522.949,-342.773,0.000
1700264873.763,-611.328,-1000.000,-749.023,-1000.000,0.000
1700264873.767,182.129,-918.945,-395.508,17.578,0.000
1700264873.771,519.531,-646.484,-154.297,999.512,0.000
1700264873.775,-187.500,-771.484,-495.605,97.656,0.000
1700264873.779,-584.473,-1000.000,-827.148,-1000.000,0.000
1700264873.783,-6.348,-861.816,-400.879,-275.879,0.000
1700264873.787,520.996,-207.520,0.000,953.125,0.000
1700264873.791,-1.953,-462.891,-292.969,407.227,0.000
1700264873.794,-632.324,-1000.000,-657.227,-978.027,0.000
1700264873.798,-204.102,-928.711,-466.309,-630.371,0.000
1700264873.802,504.395,-364.746,-83.496,699.707,0.000
1700264873.806,229.004,-523.926,-173.340,709.961,0.000
1700264873.810,-562.012,-1000.000,-600.098,-693.359,0.000
1700264873.814,-401.855,-1000.000,-598.145,-875.000,0.000
1700264873.818,385.742,-903.809,-317.383,393.066,0.000
1700264873.822,476.562,-880.859,-409.180,999.512,0.000
1700264873.826,-372.559,-1000.000,-626.465,-254.395,0.000
1700264873.830,-607.910,-1000.000,-600.098,-1000.000,0.000
1700264873.834,178.223,-939.453,-428.223,5.859,0.000
1700264873.837,540.527,-601.562,-160.645,999.512,0.000
1700264873.841,-183.105,-696.777,-367.676,104.980,0.000
1700264873.845,-634.766,-1000.000,-654.297,-1000.000,0.000
1700264873.849,-14.160,-1000.000,-505.371,-357.422,0.000
1700264873.853,559.082,-548.340,-105.469,930.176,0.000
1700264873.857,56.641,-504.883,-224.609,481.934,0.000
1700264873.861,-605.957,-1000.000,-674.805,-902.832,0.000
1700264873.865,-195.801,-1000.000,-717.773,-617.188,0.000
1700264873.869,526.367,-827.148,-455.078,675.781,0.000
1700264873.873,246.582,-469.238,-101.562,779.785,0.000
1700264873.876,-534.180,-829.590,-489.258,-587.891,0.000
1700264873.880,-413.086,-1000.000,-638.672,-883.789,0.000
1700264873.884,340.332,-585.449,-154.297,333.984,0.000
1700264873.888,465.820,-369.629,-50.781,999.512,0.000
1700264873.892,-293.457,-883.301,-497.559,-119.141,0.000
1700264873.896,-559.570,-1000.000,-672.852,-1000.000,0.000
1700264873.900,124.023,-833.496,-344.727,-45.898,0.000
1700264873.904,544.434,-406.738,-47.363,999.512,0.000
1700264873.908,-84.473,-711.426,-377.441,254.395,0.000
1700264873.912,-540.527,-1000.000,-803.711,-910.156,0.000
1700264873.916,-21.973,-1000.000,-635.742,-365.723,0.000
1700264873.919,493.652,-423.828,-47.852,790.527,0.000
1700264873.923,96.680,-293.457,-131.836,580.078,0.000
1700264873.927,-602.051,-1000.000,-599.121,-817.383,0.000
1700264873.931,-331.055,-1000.000,-455.566,-808.105,0.000
1700264873.935,422.363,-344.238,-52.734,496.582,0.000
1700264873.939,340.820,-102.051,-6.348,874.512,0.000
1700264873.943,-439.941,-854.004,-487.793,-446.289,0.000
1700264873.947,-478.027,-1000.000,-600.098,-975.586,0.000
1700264873.951,271.484,-688.477,-272.949,178.223,0.000
1700264873.955,524.902,-481.445,-120.117,999.512,0.000
1700264873.958,-203.125,-928.711,-495.117,11.719,0.000
1700264873.962,-604.980,-1000.000,-583.496,-1000.000,0.000
1700264873.966,44.434,-685.547,-263.184,-242.676,0.000
1700264873.970,562.988,-267.578,-25.879,984.375,0.000
1700264873.974,-28.809,-641.602,-290.039,324.707,0.000
1700264873.978,-639.648,-1000.000,-555.664,-1000.000,0.000
1700264873.982,-163.574,-874.023,-387.207,-569.824,0.000
1700264873.986,525.391,-424.805,-103.027,736.816,0.000
1700264873.990,181.641,-431.152,-176.758,655.762,0.000
1700264873.994,-611.816,-887.207,-507.812,-769.043,0.000
1700264873.998,-364.258,-1000.000,-519.531,-819.824,0.000
1700264874.001,416.504,-839.844,-245.117,471.680,0.000
1700264874.005,376.953,-662.109,-177.734,903.809,0.000
1700264874.009,-408.203,-898.926,-517.090,-348.145,0.000
1700264874.013,-556.641,-1000.000,-597.168,-1000.000,0.000
1700264874.017,190.918,-841.309,-302.734,54.688,0.000
1700264874.021,510.254,-186.523,14.160,999.512,0.000
1700264874.025,-238.770,-439.453,-170.898,50.293,0.000
1700264874.029,-654.785,-1000.000,-613.281,-1000.000,0.000
1700264874.033,2.930,-938.965,-481.445,-323.242,0.000
1700264874.037,541.992,-214.844,15.625,924.316,0.000
1700264874.041,-7.812,-279.297,-116.699,406.738,0.000
1700264874.044,-623.535,-938.965,-624.023,-921.875,0.000
1700264874.048,-169.922,-1000.000,-666.504,-603.027,0.000
1700264874.052,493.164,-460.938,-81.055,641.602,0.000
1700264874.056,228.027,48.340,84.961,739.258,0.000
1700264874.060,-511.230,-712.891,-566.895,-613.281,0.000
1700264874.064,-380.371,-1000.000,-742.676,-867.188,0.000
1700264874.068,357.422,-428.223,-99.121,326.660,0.000
1700264874.072,477.051,183.594,148.438,986.816,0.000
1700264874.076,-313.477,-531.250,-357.910,-208.496,0.000
1700264874.080,-563.477,-1000.000,-581.055,-1000.000,0.000
1700264874.084,148.926,-537.109,-150.879,-50.293,0.000
1700264874.087,583.984,252.930,205.078,999.512,0.000
1700264874.091,-80.078,-301.758,-156.250,224.609,0.000
1700264874.095,-606.934,-1000.000,-622.559,-1000.000,0.000
1700264874.099,-44.922,-895.508,-435.059,-390.625,0.000
1700264874.103,602.051,-308.594,-29.297,878.418,0.000
1700264874.107,140.625,-418.457,-112.793,552.246,0.000
1700264874.111,-624.512,-995.117,-470.703,-877.930,0.000
1700264874.115,-281.250,-944.824,-438.477,-738.770,0.000
1700264874.119,533.203,-482.422,-106.934,583.008,0.000
1700264874.123,427.734,-562.988,-92.285,866.699,0.000
1700264874.127,-460.938,-1000.000,-453.613,-483.887,0.000
1700264874.130,-504.883,-960.938,-481.934,-966.309,0.000
1700264874.134,327.148,-499.512,-105.469,243.164,0.000
1700264874.138,561.523,19.531,122.559,999.512,0.000
1700264874.142,-225.586,-549.316,-339.844,-58.105,0.000
1700264874.146,-587.402,-1000.000,-537.109,-1000.000,0.000
1700264874.150,126.953,-861.816,-365.234,-96.191,0.000
1700264874.154,659.180,-620.605,-165.527,999.512,0.000
1700264874.158,-32.715,-317.383,-91.797,281.250,0.000
1700264874.162,-636.719,-846.191,-498.535,-1000.000,0.000
1700264874.166,-115.234,-988.770,-376.953,-510.254,0.000
1700264874.169,552.246,-65.430,89.844,780.762,0.000
1700264874.173,179.199,189.453,53.223,633.789,0.000
1700264874.177,-560.059,-779.785,-500.000,-761.719,0.000
1700264874.181,-307.129,-1000.000,-507.812,-789.062,0.000
1700264874.185,445.801,-313.965,8.301,463.379,0.000
1700264874.189,423.828,-15.625,53.223,888.672,0.000
1700264874.193,-386.719,-703.613,-375.488,-385.254,0.000
1700264874.197,-465.820,-1000.000,-666.992,-956.055,0.000
1700264874.201,292.969,-589.355,-269.043,163.574,0.000
1700264874.205,534.668,427.734,249.512,999.512,0.000
1700264874.208,-190.430,-49.316,-127.930,16.113,0.000
1700264874.212,-577.148,-1000.000,-555.176,-1000.000,0.000
1700264874.216,49.805,-647.461,-221.191,-252.441,0.000
1700264874.220,574.219,356.934,223.145,943.359,0.000
1700264874.224,33.203,-24.902,-127.930,402.832,0.000
1700264874.228,-582.520,-1000.000,-608.398,-932.129,0.000
1700264874.232,-137.695,-842.285,-401.367,-581.543,0.000
1700264874.236,555.664,-120.117,35.645,690.430,0.000
1700264874.240,298.340,-265.137,-150.391,749.023,0.000
1700264874.244,-475.098,-1000.000,-696.777,-602.539,0.000
1700264874.248,-390.625,-927.246,-443.848,-879.395,0.000
1700264874.251,391.602,-48.828,54.688,368.164,0.000
1700264874.255,487.793,236.328,62.500,990.234,0.000
1700264874.259,-308.105,-627.441,-404.297,-253.906,0.000
1700264874.263,-507.324,-1000.000,-518.066,-1000.000,0.000
1700264874.267,229.980,-437.012,-141.113,48.828,0.000
1700264874.271,603.027,106.445,125.977,999.512,0.000
1700264874.275,-117.676,-332.031,-187.500,140.137,0.000
1700264874.279,-560.059,-960.938,-547.363,-969.238,0.000
1700264874.283,59.570,-803.223,-338.867,-232.422,0.000
1700264874.287,623.535,-617.188,-194.336,926.758,0.000
1700264874.291,135.742,-963.867,-445.312,508.789,0.000
1700264874.294,-594.238,-984.863,-506.836,-873.047,0.000
1700264874.298,-218.750,-818.359,-387.207,-673.340,0.000
1700264874.302,519.043,-168.945,18.555,626.953,0.000
1700264874.306,299.805,304.199,118.164,802.246,0.000
1700264874.310,-482.910,-402.832,-350.098,-556.641,0.000
1700264874.314,-389.160,-989.746,-501.953,-884.766,0.000
1700264874.318,367.676,-403.320,-106.445,341.797,0.000
1700264874.322,458.496,503.418,214.844,999.512,0.000
1700264874.326,-301.270,-143.555,-195.312,-140.137,0.000
1700264874.330,-505.371,-1000.000,-687.988,-960.449,0.000
1700264874.333,193.848,-811.523,-478.516,18.066,0.000
1700264874.337,548.828,144.531,97.168,999.512,0.000
1700264874.341,-101.562,39.551,-83.984,238.281,0.000
1700264874.345,-580.078,-903.320,-637.207,-961.426,0.000
1700264874.349,-37.109,-944.336,-522.461,-411.621,0.000
1700264874.353,516.602,42.969,91.309,804.688,0.000
1700264874.357,97.656,266.602,28.320,583.008,0.000
1700264874.361,-589.355,-722.656,-474.609,-793.945,0.000
1700264874.365,-310.059,-895.020,-426.270,-748.535,0.000
1700264874.369,396.484,78.613,14.648,518.066,0.000
1700264874.373,284.180,504.395,92.285,865.234,0.000
1700264874.376,-471.680,-526.367,-442.383,-423.340,0.000
1700264874.380,-516.113,-1000.000,-558.105,-977.051,0.000
1700264874.384,180.664,-411.133,-99.609,150.879,0.000
1700264874.388,349.121,543.945,215.820,999.512,0.000
1700264874.392,-326.172,-232.422,-335.449,-41.504,0.000
1700264874.396,-669.434,-1000.000,-667.969,-1000.000,0.000
1700264874.400,-91.797,-428.711,-231.445,-323.242,0.000
1700264874.404,398.926,308.594,73.242,916.504,0.000
1700264874.408,-172.852,-40.039,-168.457,286.621,0.000
1700264874.412,-756.348,-716.309,-495.117,-1000.000,0.000
1700264874.416,-278.320,-513.184,-328.125,-657.715,0.000
1700264874.419,382.812,88.379,-4.395,657.715,0.000
1700264874.423,56.152,-110.352,-107.910,619.141,0.000
1700264874.427,-677.734,-815.430,-483.398,-774.414,0.000
1700264874.431,-488.770,-728.516,-379.395,-935.059,0.000
1700264874.435,281.738,-302.246,-113.281,330.566,0.000
1700264874.439,278.809,-360.352,-125.488,853.027,0.000
1700264874.443,-526.855,-508.789,-302.734,-435.059,0.000
1700264874.447,-625.977,-829.590,-441.406,-1000.000,0.000
1700264874.451,115.723,-593.262,-191.895,-46.875,0.000
1700264874.455,401.367,138.672,104.980,930.176,0.000
1700264874.459,-294.434,-194.824,-139.648,-62.988,0.000
1700264874.462,-656.250,-979.004,-529.785,-1000.000,0.000
1700264874.466,-19.043,-990.234,-437.012,-412.598,0.000
1700264874.470,469.238,-535.645,-77.148,825.684,0.000
1700264874.474,-71.777,-584.961,-173.828,265.137,0.000
1700264874.478,-659.668,-1000.000,-595.215,-1000.000,0.000
1700264874.482,-201.172,-1000.000,-650.879,-723.145,0.000
1700264874.486,425.293,-483.398,-142.090,541.504,0.000
1700264874.490,125.000,-104.492,77.637,576.172,0.000
1700264874.494,-559.570,-809.570,-471.191,-733.398,0.000
1700264874.498,-416.016,-1000.000,-571.289,-981.445,0.000
1700264874.502,308.594,-587.402,-125.977,181.152,0.000
1700264874.505,364.258,-167.969,85.449,855.957,0.000
1700264874.509,-353.027,-695.312,-419.922,-330.078,0.000
1700264874.513,-532.227,-1000.000,-713.379,-1000.000,0.000
1700264874.517,154.297,-943.848,-416.992,-178.711,0.000
1700264874.521,490.723,-737.305,-156.738,930.176,0.000
1700264874.525,-138.672,-833.008,-486.816,108.398,0.000
1700264874.529,-572.266,-1000.000,-814.453,-1000.000,0.000
1700264874.533,-70.312,-961.914,-452.148,-564.941,0.000
1700264874.537,499.023,-582.520,-152.344,756.836,0.000
1700264874.541,83.984,-686.035,-315.430,498.047,0.000
1700264874.544,-561.523,-1000.000,-640.137,-902.344,0.000
1700264874.548,-239.746,-1000.000,-501.465,-807.129,0.000
1700264874.552,462.891,-576.660,-167.969,497.559,0.000
1700264874.556,312.988,-639.648,-244.629,811.035,0.000
1700264874.560,-444.336,-1000.000,-631.836,-534.180,0.000
1700264874.564,-407.715,-1000.000,-722.656,-981.934,0.000
1700264874.568,323.242,-951.172,-393.555,181.152,0.000
1700264874.572,503.418,-926.270,-394.531,999.512,0.000
1700264874.576,-244.141,-994.629,-633.789,-92.285,0.000
1700264874.580,-565.430,-1000.000,-646.973,-1000.000,0.000
1700264874.583,110.352,-910.156,-470.703,-224.121,0.000
1700264874.587,528.809,-585.449,-110.352,954.590,0.000
1700264874.591,-74.219,-710.449,-291.016,260.742,0.000
1700264874.595,-588.379,-1000.000,-634.766,-1000.000,0.000
1700264874.599,-60.547,-1000.000,-558.594,-524.414,0.000
1700264874.603,557.129,-726.074,-214.844,772.461,0.000
1700264874.607,164.062,-584.961,-206.543,628.418,0.000
1700264874.611,-500.000,-980.957,-661.133,-739.258,0.000
1700264874.615,-216.797,-1000.000,-753.418,-715.820,0.000
1700264874.619,502.930,-845.215,-487.793,556.641,0.000
1700264874.623,361.328,-375.488,-67.383,891.602,0.000
1700264874.626,-408.203,-684.570,-342.773,-399.414,0.000
1700264874.630,-427.246,-1000.000,-615.234,-930.176,0.000
1700264874.634,306.641,-804.199,-312.988,196.289,0.000
1700264874.638,532.715,-481.934,-84.473,999.512,0.000
1700264874.642,-184.570,-744.141,-384.766,55.176,0.000
1700264874.646,-536.133,-1000.000,-668.457,-973.145,0.000
1700264874.650,83.008,-890.625,-398.438,-184.570,0.000
1700264874.654,535.156,-415.527,-44.922,925.293,0.000
1700264874.658,-22.461,-638.672,-248.535,363.281,0.000
1700264874.662,-525.879,-1000.000,-746.094,-812.988,0.000
1700264874.666,-97.656,-988.770,-631.348,-487.793,0.000
1700264874.669,494.629,-450.684,-47.363,677.734,0.000
1700264874.673,223.145,-238.770,-8.301,736.328,0.000
1700264874.677,-496.094,-858.398,-478.027,-605.469,0.000
1700264874.681,-349.609,-1000.000,-530.762,-828.613,0.000
1700264874.685,378.418,-371.582,-9.277,390.625,0.000
1700264874.689,440.918,-180.176,6.836,997.070,0.000
1700264874.693,-290.039,-909.668,-575.195,-181.641,0.000
1700264874.697,-482.422,-1000.000,-630.859,-966.797,0.000
1700264874.701,191.406,-675.781,-231.445,40.527,0.000
1700264874.705,565.430,-456.543,-113.281,999.512,0.000
1700264874.708,-83.008,-912.598,-487.793,244.141,0.000
1700264874.712,-601.562,-1000.000,-549.805,-999.023,0.000
1700264874.716,-7.812,-809.082,-317.871,-351.562,0.000
1700264874.720,591.797,-356.934,-69.336,904.297,0.000
1700264874.724,85.449,-439.941,-203.125,493.164,0.000
1700264874.728,-569.336,-926.758,-520.508,-853.516,0.000
1700264874.732,-193.359,-920.898,-412.598,-645.996,0.000
1700264874.736,523.926,-390.625,-24.414,614.746,0.000
1700264874.740,327.148,-86.914,8.789,819.336,0.000
1700264874.744,-449.219,-646.973,-364.746,-514.160,0.000
1700264874.748,-372.559,-1000.000,-497.559,-864.746,0.000
1700264874.751,405.273,-819.336,-297.852,351.074,0.000
1700264874.755,524.902,-381.836,-5.371,999.512,0.000
1700264874.759,-228.516,-683.594,-294.434,-99.121,0.000
1700264874.763,-481.445,-1000.000,-525.879,-975.098,0.000
1700264874.767,225.098,-1000.000,-389.160,27.344,0.000
1700264874.771,601.562,-277.832,-32.227,999.512,0.000
1700264874.775,-77.148,14.160,-23.926,262.695,0.000
1700264874.779,-528.320,-872.559,-487.305,-911.133,0.000
1700264874.783,28.809,-829.590,-330.566,-340.820,0.000
1700264874.787,576.172,118.164,145.996,838.867,0.000
1700264874.791,141.113,229.980,65.430,600.098,0.000
1700264874.794,-479.492,-650.879,-419.922,-698.242,0.000
1700264874.798,-160.645,-1000.000,-512.207,-616.211,0.000
1700264874.802,506.348,-291.992,-24.902,563.965,0.000
1700264874.806,383.789,297.363,189.453,883.301,0.000
1700264874.810,-330.078,-602.539,-425.781,-333.008,0.000
1700264874.814,-333.496,-1000.000,-692.871,-834.473,0.000
1700264874.818,323.242,-345.215,-73.242,223.145,0.000
1700264874.822,513.184,442.383,228.027,999.512,0.000
1700264874.826,-175.293,-288.086,-163.574,11.719,0.000
1700264874.830,-515.137,-1000.000,-433.594,-1000.000,0.000
1700264874.833,117.188,-567.871,-170.898,-176.270,0.000
1700264874.837,591.797,127.441,125.000,999.512,0.000
1700264874.841,21.973,-261.230,-122.070,380.859,0.000
1700264874.845,-538.086,-1000.000,-512.695,-901.855,0.000
1700264874.849,-80.078,-962.891,-413.574,-501.953,0.000
1700264874.853,558.594,-342.285,-2.441,730.469,0.000
1700264874.857,268.066,-426.270,-173.340,738.281,0.000
1700264874.861,-474.609,-1000.000,-588.379,-616.699,0.000
1700264874.865,-335.938,-990.723,-421.875,-842.773,0.000
1700264874.869,391.602,-504.395,-83.984,405.273,0.000
1700264874.873,372.070,-82.031,64.941,908.203,0.000
1700264874.876,-404.297,-513.184,-262.695,-362.793,0.000
1700264874.880,-524.902,-922.363,-446.777,-1000.000,0.000
1700264874.884,207.031,-633.789,-192.871,38.574,0.000
1700264874.888,500.000,-89.355,100.586,999.512,0.000
1700264874.892,-188.965,-488.281,-216.309,56.152,0.000
1700264874.896,-603.516,-1000.000,-526.367,-1000.000,0.000
1700264874.900,20.020,-1000.000,-447.754,-341.797,0.000
1700264874.904,563.477,-764.160,-263.184,920.410,0.000
1700264874.908,-11.230,-398.926,-105.957,380.371,0.000
1700264874.912,-633.789,-826.172,-443.848,-981.445,0.000
1700264874.915,-203.125,-1000.000,-434.570,-683.105,0.000
1700264874.919,473.633,-249.512,26.367,613.281,0.000
1700264874.923,227.051,-81.055,-7.812,733.887,0.000
1700264874.927,-515.625,-903.809,-500.977,-629.395,0.000
1700264874.931,-405.273,-1000.000,-515.137,-929.199,0.000
1700264874.935,307.129,-387.695,-42.480,266.113,0.000
1700264874.939,390.137,-57.617,49.805,975.586,0.000
1700264874.943,-309.082,-734.375,-409.180,-194.824,0.000
1700264874.947,-477.051,-1000.000,-771.973,-993.652,0.000
1700264874.951,187.500,-680.664,-381.836,-32.715,0.000
1700264874.955,494.141,129.395,167.480,999.023,0.000
1700264874.958,-118.164,-283.203,-204.102,179.688,0.000
1700264874.962,-579.590,-1000.000,-586.426,-1000.000,0.000
1700264874.966,-59.570,-751.465,-317.383,-454.102,0.000
1700264874.970,500.000,126.465,99.121,805.176,0.000
1700264874.974,87.402,-36.133,-105.957,529.297,0.000
1700264874.978,-556.641,-967.773,-566.895,-831.543,0.000
1700264874.982,-254.395,-1000.000,-448.242,-750.488,0.000
1700264874.986,427.246,-445.801,-60.059,524.414,0.000
1700264874.990,277.832,-355.957,-102.051,825.195,0.000
1700264874.994,-447.266,-956.543,-607.910,-471.191,0.000
1700264874.998,-481.934,-1000.000,-520.020,-1000.000,0.000
1700264875.001,232.910,-268.066,-49.805,118.652,0.000
1700264875.005,448.730,184.570,96.191,999.512,0.000
1700264875.009,-293.945,-458.984,-266.602,-109.863,0.000
1700264875.013,-601.562,-915.527,-493.652,-1000.000,0.000
1700264875.017,91.797,-598.633,-259.766,-223.145,0.000
1700264875.021,528.809,53.711,133.301,974.121,0.000
1700264875.025,-99.121,-161.133,-61.523,249.023,0.000
1700264875.029,-587.891,-912.109,-500.488,-1000.000,0.000
1700264875.033,-68.359,-938.965,-408.203,-485.352,0.000
1700264875.037,564.941,-815.430,-308.594,753.906,0.000
1700264875.040,199.219,-986.328,-432.617,615.234,0.000
1700264875.044,-578.125,-968.262,-478.027,-782.227,0.000
1700264875.048,-331.543,-923.340,-450.195,-856.445,0.000
1700264875.052,423.828,-505.859,-114.258,434.082,0.000
1700264875.056,356.934,41.016,73.242,898.438,0.000
1700264875.060,-412.109,-511.230,-357.910,-403.320,0.000
1700264875.064,-465.820,-1000.000,-583.984,-995.605,0.000
1700264875.068,292.480,-689.453,-255.859,127.930,0.000
1700264875.072,518.555,60.547,126.465,999.512,0.000
1700264875.076,-189.941,-389.648,-176.270,33.203,0.000
1700264875.080,-525.391,-1000.000,-693.848,-1000.000,0.000
1700264875.083,83.984,-931.152,-551.270,-259.277,0.000
1700264875.087,512.207,-59.082,100.098,913.574,0.000
1700264875.091,-45.898,-58.594,-42.969,371.582,0.000
1700264875.095,-584.473,-956.543,-599.121,-938.477,0.000
1700264875.099,-140.137,-950.684,-520.020,-620.605,0.000
1700264875.103,498.047,-208.984,-24.414,641.602,0.000
1700264875.107,216.797,3.418,25.879,702.148,0.000
1700264875.111,-514.160,-770.996,-481.934,-678.223,0.000
1700264875.115,-374.023,-1000.000,-527.344,-916.016,0.000
1700264875.119,377.441,-535.156,-163.574,327.637,0.000
1700264875.122,427.734,-211.914,-48.340,948.242,0.000
1700264875.126,-325.684,-764.648,-493.164,-270.020,0.000
1700264875.130,-479.980,-1000.000,-710.938,-1000.000,0.000
1700264875.134,209.473,-900.879,-367.188,-37.109,0.000
1700264875.138,537.598,-508.301,-69.824,999.512,0.000
1700264875.142,-85.938,-727.051,-422.363,147.949,0.000
1700264875.146,-571.777,-1000.000,-634.766,-1000.000,0.000
1700264875.150,-39.062,-913.574,-364.258,-494.141,0.000
1700264875.154,562.988,-603.027,-77.637,819.824,0.000
1700264875.158,82.520,-751.465,-221.191,461.426,0.000
1700264875.162,-588.379,-1000.000,-612.793,-949.707,0.000
1700264875.165,-208.496,-986.816,-525.391,-763.672,0.000
1700264875.169,495.605,-812.012,-295.410,488.770,0.000
1700264875.173,292.480,-882.812,-357.422,695.801,0.000
1700264875.177,-469.238,-1000.000,-614.746,-569.336,0.000
1700264875.181,-425.293,-988.770,-614.746,-987.305,0.000
1700264875.185,377.441,-994.141,-467.773,216.309,0.000
1700264875.189,528.320,-954.590,-407.715,967.285,0.000
1700264875.193,-295.898,-933.594,-445.312,-223.145,0.000
1700264875.197,-564.453,-1000.000,-643.555,-1000.000,0.000
1700264875.201,136.719,-963.379,-446.777,-195.312,0.000
1700264875.205,546.387,-594.727,-115.234,962.402,0.000
1700264875.208,-87.891,-728.027,-392.578,190.918,0.000
1700264875.212,-596.191,-1000.000,-771.484,-1000.000,0.000
1700264875.216,-75.684,-999.512,-564.453,-562.012,0.000
1700264875.220,526.855,-924.316,-297.852,766.113,0.000
1700264875.224,127.930,-926.270,-422.852,527.832,0.000
1700264875.228,-579.590,-991.699,-705.566,-868.164,0.000
1700264875.232,-284.180,-1000.000,-788.574,-840.332,0.000
1700264875.236,419.434,-821.289,-478.516,438.477,0.000
1700264875.240,252.930,-538.086,-172.363,791.504,0.000
1700264875.244,-487.305,-843.750,-546.875,-510.254,0.000
1700264875.248,-485.352,-1000.000,-807.129,-1000.000,0.000
1700264875.251,228.027,-891.602,-431.152,35.645,0.000
1700264875.255,441.406,-612.305,-125.977,974.121,0.000
1700264875.259,-285.156,-829.590,-531.250,-128.418,0.000
1700264875.263,-538.086,-1000.000,-821.289,-1000.000,0.000
1700264875.267,127.441,-968.750,-520.020,-129.883,0.000
1700264875.271,470.215,-792.969,-219.238,910.156,0.000
1700264875.275,-53.223,-857.910,-507.812,330.078,0.000
1700264875.279,-584.961,-1000.000,-878.906,-979.980,0.000
1700264875.283,-193.359,-1000.000,-559.082,-683.594,0.000
1700264875.287,443.359,-582.520,-92.773,638.672,0.000
1700264875.290,168.457,-588.379,-206.543,683.105,0.000
1700264875.294,-549.805,-1000.000,-701.172,-722.656,0.000
1700264875.298,-366.699,-1000.000,-636.719,-900.879,0.000
1700264875.302,381.348,-748.047,-270.996,368.164,0.000
1700264875.306,395.996,-652.832,-194.336,949.707,0.000
1700264875.310,-355.957,-979.004,-522.949,-311.035,0.000
1700264875.314,-485.840,-1000.000,-731.934,-1000.000,0.000
1700264875.318,199.219,-935.547,-394.043,44.922,0.000
1700264875.322,540.527,-882.812,-303.223,999.512,0.000
1700264875.326,-137.207,-998.047,-624.023,133.789,0.000
1700264875.329,-630.371,-995.117,-625.000,-1000.000,0.000
1700264875.333,-26.855,-978.516,-395.020,-364.746,0.000
1700264875.337,538.574,-591.797,-78.125,899.414,0.000
1700264875.341,43.945,-557.617,-170.410,470.703,0.000
1700264875.345,-565.430,-989.746,-583.008,-891.602,0.000
1700264875.349,-149.414,-1000.000,-567.871,-621.094,0.000
1700264875.353,543.457,-682.129,-158.691,664.062,0.000
1700264875.357,301.270,-375.977,-35.645,805.664,0.000
1700264875.361,-422.852,-881.836,-515.625,-505.371,0.000
1700264875.365,-300.293,-1000.000,-716.309,-762.207,0.000
1700264875.369,459.473,-807.617,-443.359,449.707,0.000
1700264875.372,500.000,-201.172,41.504,999.512,0.000
1700264875.376,-255.859,-585.449,-261.230,-123.535,0.000
